end_the_javanese_sultanates_desc;The Sultanates of Yogyakarta and Surakarta have long been under our protection. It would be in our best interests to convince them to come under our direct rule, so we might bring civilization to their people more effectively, and so that we might secure their lands from other powers.;;;;;;;;;;;;;
french_savoy_title;French Savoy;x;
french_savoy_desc;The lands of the Savoy have always been French speaking lands, and with Italy not willing to secede them, we can get them for ourselves as rightful French land;x;
Accept_arabs_title;Accept Arab peoples;x;
Accept_arabs_title;The Arab peoples in the South and us share a common religion, and now that we control completely the lands they inhabit, we can integrate them into our glorious Empire;x;
Accept_arabs_2_title;Accept Arab peoples in Egypt;x;
Accept_arabs_2_title;The Arab peoples in the South and us share a common religion. With Egypt completely absorbed into the Empire, we can now integrate their peoples and land.;x;
Control_over_north_africa_title;Control over North Africa;x;
Control_over_north_africa_desc;With Egypt finally subjugated, we can now reclaim all the land that used to belong to us in the past. North Africa was given autonomy, but that only caused harm to our subjects, it is time we protect those people who were unrightfully annexed by other Great Powers..;x;
long_live_the_great_empire_title;Balkan Lands;x;
long_live_the_great_empire_desc;With a stronger and renovated Empire, we can now reclaim the lands that were stripped away from us during the Great Turkish war so many centuries ago.;x;
to_the_black_sea_title;To the Black Sea;x;
to_the_black_sea_desc;With the crushing defeat of our enemies, we have one last claim to make: The Lands in the Black Sea that Russia took from us.;x;
the_caucasus_was_always_ours_title;To the Caucasus.;x;
the_caucasus_was_always_ours_desc;With the crushing defeat of our enemies, we have one last claim to make: The Lands in the Black Sea that Russia took from us.;x;
unite_the_principalities_title;Unite the Danubian Principalities;x;
unite_the_principalities_desc;Under Turkish supervision, we can crown a  prince to finally unite the Romanian principalities that long to unify.;x;
Annexation_of_Wolof_1_title;Annexation of Mboul;x;
Annexation_of_Wolof_1_desc;Our influence over the Wolof state allow us to take another port in their coast to unite all our lands in Dakar cape.;x;
Annexation_of_Wolof_2_title;Annexation of Wolof;x;
Annexation_of_Wolof_2_desc;The Afrixcan continent is a dark and unknown place for European countries, but we can extend our influence deep inside the Wolof territory, making it our protectorate.;x;
cote_d'ivoire_title;Cote D'ivore;x;
cote_d'ivoire_desc;The congress of Berlin has awarded the lands of Cote D'ivoire to any Great Power that owns and control milirtary bases along the Coast. $COUNTRY$ has one, so we can claim that land without getting international condemnation;.x;
senegal_is_ours_title;Senegal colony;x;
senegal_is_ours_desc;Senegal is a strategic bit of Africa for its important ports and for it to be close to other continents. It is higly important for us to take control over the area for the Powers to not claim what is ours.;x;
Annexation_of_Kong_title;Annexation of Kong;x;
Annexation_of_Kong_desc;Now that we control all the Ivory Coast, we can claim all the soil inland that Kong currently controls.;x;
Annexation_of_Yoruba_states_title;Nigerian coast;x;
Annexation_of_Yoruba_states_desc;Now that we control Lagos, we can claim all the coast the Yoruba states currently coUnify_ethiopiantrols.;x;
Scramble_for_Africa_title;Scramble for Africa;x;
Scramble_for_Africa_desc;All Great Powers have decided that to claim land it is necessary to military control it. African countries must cease to exist for us to control the African continent.;x;
claim_togoland_title;Claim Togo;;;;;;;;;;;;;
claim_togoland_desc;Utilizing a bit of persuasion and maybe a kidnapping or two, a $COUNTRY_ADJ$ based off Fernando Pó has a plan to claim the region called Togoland, contacting local chieftains, establishing deals and pacts and funding research stations. He just needs a bit of official backing, and funding, to put his plan into action.;;;;;;;;;;;;;
angola_is_ours_title;Angola;x;
angola_is_ours_desc;Angolan coast has been under our influence for so long, the Great Powers in the Berlin Conference awarded us Angola;x;
mozambique_title;Mozambique;x;
mozambique_desc;Mozambique coast has been under our influence for so long, the Great Powers in the Berlin Conference awarded us Mozambique;x;
Lorenzo_marques_title;Lorenzo Marquez;x;
Lorenzo_marques_desc;Mozambique coast has been under our influence for so long, the Great Powers in the Berlin Conference awarded us Mozambique;x;
guinea_is_ours_title;Guinea-Bissau;x;
guinea_is_ours_desc;Mozambique coast has been under our influence for so long, the Great Powers in the Berlin Conference awarded us Mozambique;x;
Accept_picards_bnx_title;Accept Picard culture;x;
Accept_picards_bnx_desc;Picards are very close to Wallonians, so allowing them to speak their language freely will avoid them trying to go back to their French oppressor.;x;
die_kaap_is_weer_Hollands_title;Die kaap es weer Hollands;x;
die_kaap_is_weer_Hollands_desc;Cape Colony used to be part of the Netherlands, but was unrightfully stripped away from us. Now that we control it, it will be a rightful part of our country.;x;
Brazilian_Netherlands_title;Influence in Brazil;x;
Brazilian_Netherlands_desc;The coast of Brazil used to be part of the Dutch Empire, but eventually lost it. Now that our influence has reached that vast land, we can claim what was ours and make of Brazil our new great colony.;x;
purcharse_of_sri_lanka_title;Purcharse of Sri Lanka;x;
purcharse_of_sri_lanka_desc;Having finally reached a similar status to those countries that claim to rule the world, we can try and buy from them the rich and strategic island of Sri Lanka.;x;
east_frisia_title;East Frisia;x;
east_frisia_desc; East Frisia has been very related to the Netherlands, with many Dutch people claiming that land their home. We can do the same and claim it our land, and finally unite all Dutch people;x;
accept_walloons_title;Accept Wallons;x;
accept_walloons_desc;Wallonians have always been an oppressed people under our rule, with some reforms, we can make them free to speak their language and respects their rights as respected citizens of the Netherlands;x;
form_serbia_n_montenegro_title;Serbia and Montenegro;x;
form_serbia_n_montenegro_desc;Serbia and Montenegro have a lot of things in common, and the difference between people is barely noticeable. We can unite to be a stronger nations against our oppressors and free all Slavic lands in the Balkans.;x;
travel_to_europe_title;Travel to Europe;x;
travel_to_europe_desc;With this move, we can send some diplomats and students for international recognition and acquare enough knowledge to make our country more like European countries. Avoiding colonization altogether.;x;
greater_iran_title;Greater Iran;x;
greater_iran_desc;Now that Persia controls a lot of lands in Central Asia, we can claim an EMpire and recognise these gaisn as part of our country.;x;
Depose_queen_Ang_Mei;Depose Queen Ang Mei;x;
Depose_queen_Ang_Mei;Thai intervention in our rightful puppet is an offese to our kingdom, and as so, we must force Cambodian court to accept our influence over their country. Deposing the queen is the only way forward.;x;
Rama_IV_title;Rama IV;x;
Rama_IV_desc;King of Siam for a long while, he was the starter point of Siamese path to become a civilized nation, for European countries to respect and see it as an equal.;x;
Bowring_treaty_title;Bowring treaty;x;
Bowring_treaty_desc;This unequal treaty was one of the many that Siam would sign to keep it from being colonized by other Great Powers. It might seem a terrible humiliation, but it gave Siam time to solve internal problems and avoid converting a protectorate altogether.;x;
accept_bantu_title;Accept Bantu;x;
accept_bantu_desc;Now that we control a good chunk of the Bantu people, we can finally allow them to be free from the European powers and other oppresive forces!;x;
Isokan_title;Isokan;x;
Isokan_desc;Isokan means "unification", and now that all Yoruba peoples are under one country, we can force our neighbours to become part of our great Empire.;x;
Form_Tukulor_Empire_title;Form Tukulor Empire;x;
Form_Tukulor_Empire_desc;The Jihad must continue! With the cities of the central deserts under our control, now is the time to found a united empire that will resist the coming onslaught of the colonial powers!;;;;;;;;;;;;;
Form_Mali_Empire_title;Form Mali Empire;x;
Form_Mali_Empire_desc;Now that we control the main cities in all of Western Africa, we can found the Empire that used to be but now it isn't: The great Mali Empire.;x;
Unify_ethiopia_title;Unify Ehtiopia;x;
Unify_ethiopia_desc;Now that we control all Ethiopian lands, we can call off the Zemene Mesafint era and finally control Ethiopia proper.;x;
dismantlement_final_title;Dismantle Empire;x;
dismantlement_final_desc;WIth the crushing defeat our enemies suffered in the Great war, we can now dismantle their country and free the peoples they have oppressed for so long;x;
annexation_of_korea_title;Annexation of Korea;x;
annexation_of_korea_desc;Koreas, under our influence for so long, can be forced to become a rightful part of our glorious Empire;x;
accept_manchu_title;Accept Manchu;x;
accept_manchu_desc;With the direct control over Manchu provinces, Manchu people in the North of Korea can now be accepted in our Empire as an equal to Japanese people.;x;
claim_outer_manchuria_title;Claim outer Manchuria;x;
claim_outer_manchuria_desc;Outer Manchuria has been taken away from China some years ago. We can force the terrible empire to hand back that Asian lan to Asian powers.;x;
Japanese_California_title;Japanese California;x;
Japanese_California_desc;Honestly, I lost track of what I did for Japan, so now this will remain here, enjoy :);x;
Japanese_philippines_title;Occupation of the Philippines;x;
Japanese_philippines_desc;Now that we control the capital of the Philipines, we can claim all the islands as part of our Empire. Asia for Asians.;x;
emperor_meiji_title;Emperor Meiji;x;
emperor_meiji_desc;Emperor Meiji was the Emperor of Japan when all the modernisation happened. This will trigger the changes Japan lived until the Boshin war;x;
overthrow_the_bakufu_title;Overthrow the Bakufu;;;;;;;;;;;;;
overthrow_the_bakufu_desc;The time has come to restore Emperor Meiji to power. For too long has the imperial court been forced to remain but a figurehead, with central authority remaining with the tyrannical Tokugawa clan. Japan must have one ruler, an Emperor that can lead the nation into the future. Let us send our forces to Kyoto, to seize the imperial palace and set the coup in motion.\n\n§RNOTE: To win this war, you must annex the Shogunato. After that, you will gain all their land as your core.§W;;;;;;;;;;;;;
iwakura_mission_title;Iwakura Mission;;;;;;;;;;;;;
iwakura_mission_desc;The Iwakura Mission or Iwakura Embassy was a Japanese diplomatic journey around the world, initiated in $YEAR$ by the oligarchs of the Meiji period. Although it was not the only such "mission", it is the most well-known and possibly most important for the modernization of Japan after a long period of isolation from the West. It was first proposed by the influential Dutch missionary and engineer Guido Verbeck and was probably based on the model of the Grand Embassy of Peter I. The purposes of the mission were twofold: To renegotiate the unequal treaties with the Great Powers that Japan had been forced into during the previous decades and to gather information on education, technology, culture, and military, social and economic structures from the countries visited in order to effect the modernization of Japan.;;;;;;;;;;;;;
meiji_constitution_title;Meiji Constitution;;;;;;;;;;;;;
meiji_constitution_desc;After an exhaustive study of western democratic methods, Japanese scholars have settled on a method of government where the Emperor will preside over an Imperial Diet, elected by the people and yet preserving both Imperial power as well as our traditions. This, they believe, is the best way for Japan to move forward into the modern era.;;;;;;;;;;;;;
Rename_Edo_title;Rename Edo;x;
Rename_Edo_desc;With the effetive control of Edo from the Japanese Emperor, we can now rename it and change the capital to that location, which is way more suitable;x;
invade_herat_title;Invade Herat;;;;;;;;;;;;;
invade_herat_desc;The Emirate of Herat has been closely aligning with the British and Afghans in recent years. In order to secure our eastern border, Herat must come under Iranian control. Attempting to conquer the Emirate may bring us to war with the British however.\n\n§RCivilization Progress must be 50% in order to enact this decision.;;;;;;;;;;;;;
claim_herat_title;Claim Herat;;;;;;;;;;;;x
claim_herat_desc;In order to safeguard our western frontier and restore the borders of the former Afghan Empire, we should press our claim on Herat.\n\n§RCivilization Progress must be 35% in order to enact this decision.;;;;;;;;;;;;x
reclaim_transcaucasia_title;Reclaim the Caucasus;;;;;;;;;;;;x
reclaim_transcaucasia_desc;Following consecutive losses in two Russo-Persian wars at the beginning of 19th century, the treaties of Gulistan (1813) and Turkmenchay (1828) stripped Persia of its centuries old holdings in the Caucasus. It is time we invoked our claims on ancestral Persian land and take back what is rightfully ours.;;;;;;;;;;;;x
Lithuanian_independence_title;Lithuanian Independence;x;
Lithuanian_independence_desc;Lithuania finally got to become independent from the Russian Empire. With this great win, Lithuania can be truly free from their oppressors.;x;
Become_Poland_Lithuania_title;Unite against Russian expanssion;x;
Become_Poland_Lithuania_desc;With the constant threat of a Russian invasion, unification is the most obviousanswer to this huge problem that our country is facing.;x;
